8;7893000488878;1
10;7898939247039;1
10;7898215151722;1
11;7898403782387;1
11;7898080640611;1
12;7891000126905;1
12;7891000120101;1
13;7891000070765;1
14;7891000094792;1
15;7891025101161;1
15;7891025101376;1
15;7898205923643;1
15;7898205923919;1
15;7898205923650;1
15;7891999003072;1
16;7897318572816;1
16;7896260700230;1
17;7898130990550;1
18;7896353300897;1
20;7891999014092;1
22;7898134890412;1
23;7897284460001;1
23;7898913513068;1
23;7899778900567;1
24;4000181001021;1
147;4000240001023;1
28;7898273890502;1
30;7898257600059;1
31;7898229830118;1
32;7898149730192;1
32;7898257600127;1
35;0000000018500;1
39;4000306001028;1
40;4000027001024;1
45;7896292305625;1
46;7896089012637;1
47;7891095006984;1
48;7896003941609;1
48;7896003989137;1
49;7893500018469;1
49;7896290300318;1
49;7896006716112;1
50;7894321219929;1
50;7892840815783;1
51;7898366930023;1
52;7891095011605;1
53;7891107101621;1
54;5601216120114;1
55;5601252231164;1
57;7894904727209;1
59;7893000993174;1
56;7898229384734;1
60;7893000949270;1
64;7894904070565;1
65;7898920795044;1
66;7610400014571;1
67;7610400068505;1
69;7898024395232;1
70;7896005272008;1
71;7896074603451;1
71;7896353300255;1
72;7896193800403;1
73;8001200046098;1
73;8000139001246;1
74;7891152223149;1
146;7891152223101;1
78;7896006779674;1
81;7896024723482;1
84;7891000018774;1
85;7896003704167;1
85;7891152321166;1
86;7896213002091;1
88;7891000248768;1
90;7898253589471;1
94;7896005021101;1
96;7891737050689;1
79;7891737013493;1
100;7898130772132;1
101;7891141023910;1
101;7898070110841;1
101;7891141019838;1
102;7896004400075;1
103;7896007811007;1
104;8076809513661;1
104;8076809513692;1
105;7895800201503;1
107;7894900700398;1
107;7892840812850;1
107;7892840812423;1
108;7897395020279;1
108;7897395020217;1
108;7897395040437;1
108;7897395040307;1
109;7896090704460;1
110;7891095600847;1
111;7899381797899;1
114;7896013100461;1
115;7897595901514;1
115;7891106006279;1
116;7896422507738;1
117;7897460400357;1
117;7894916500609;1
117;7896658003653;1
115;7897595900708;1
115;7899470800240;1
117;7896004705873;1
116;7896004706795;1
117;7891058008635;1
117;7896241248287;1
117;7896094208117;1
118;7898033941574;1
118;7898033941840;1
119;7891024111444;1
117;7896830001484;1
121;7898100035687;1
122;7896013100515;1
123;7896098901137;1
124;7500435115315;1
125;7891150064560;1
126;7896007912124;1
127;7891022101300;1
128;7891737004880;1
129;7896098905401;1
130;7891022100624;1
109;7897534803831;1
131;7896021623440;1
133;7896300500219;1
134;7896075301066;1
135;7896075300281;1
137;7891021001885;1
140;7891040229451;1
140;7898314205326;1
141;7891022101003;1
142;7891051020573;1
143;7891024102213;1
144;7891595000116;1
141;7896098901090;1
15;7891025111993;1
109;7896495003588;1
145;7896007549375;1
